student_id,question_id,correct,time_taken,attempts
STU1428,Q10844,1,126.52,3
STU1438,Q10780,1,30.28,1
STU1265,Q10966,0,18.05,1
STU1065,Q10948,0,14.23,1
STU1331,Q10267,1,125.29,1
STU1372,Q10713,0,182.67,1
STU1282,Q10460,0,528.51,1
STU1282,Q10049,0,424.84,1
STU1046,Q10692,0,9.02,2
STU1180,Q10951,1,105.73,1
STU1096,Q10136,1,113.35,1
STU1379,Q10928,1,67.6,1
STU1173,Q10112,1,38.1,1
STU1118,Q10525,0,24.04,1
STU1100,Q10735,0,17.89,2
STU1158,Q10356,0,7.07,1
STU1377,Q10564,0,20.54,1
STU1454,Q10045,1,121.4,1
STU1091,Q10627,1,58.25,1
STU1147,Q10627,1,78.28,1
STU1233,Q10141,0,574.97,4
STU1026,Q10026,1,123.38,1
STU1035,Q10390,0,140.55,1
STU1272,Q10744,1,82.05,1
STU1286,Q10596,0,553.53,1
STU1431,Q10235,0,237.52,1
STU1217,Q10261,1,33.44,1
STU1499,Q10300,1,118.26,2
STU1142,Q10188,1,54.52,3
STU1123,Q10585,0,33.36,2
STU1000,Q10927,1,104.29,1
STU1365,Q10965,1,80.8,1
STU1368,Q10559,1,61.27,1
STU1416,Q10170,1,51.68,1
STU1121,Q10079,0,412.21,1
STU1283,Q10255,1,90.7,1
STU1143,Q10538,1,73.21,1
STU1399,Q10173,0,8.62,1
STU1367,Q10430,1,35.48,1
STU1335,Q10564,0,24.08,1
STU1180,Q10411,0,420.37,3
STU1390,Q10675,1,85.84,1
STU1066,Q10981,1,72.66,1
STU1488,Q10311,1,101.69,1
STU1317,Q10394,1,43.11,3
STU1380,Q10175,1,49.43,2
STU1165,Q10799,0,460.89,1
STU1250,Q10063,1,69.46,1
STU1019,Q10083,0,17.53,1
STU1116,Q10965,1,85.34,1
STU1137,Q10892,1,46.67,2
STU1244,Q10520,1,44.76,1
STU1430,Q10698,0,8.91,4
STU1158,Q10818,0,14.85,2
STU1088,Q10585,1,58.27,1
STU1060,Q10258,1,74.62,2
STU1144,Q10198,1,48.34,3
STU1074,Q10373,1,46.32,1
STU1040,Q10474,1,83.89,1
STU1098,Q10939,0,14.89,1
STU1377,Q10864,1,112.7,1
STU1305,Q10797,1,74.89,1
STU1488,Q10117,1,88.22,1
STU1002,Q10661,0,11.57,1
STU1172,Q10574,0,267.99,3
STU1457,Q10542,1,48.03,1
STU1140,Q10434,1,46.33,1
STU1389,Q10305,0,376.67,1
STU1461,Q10710,0,191.24,1
STU1088,Q10818,0,288.64,1
STU1385,Q10160,1,90.08,1
STU1082,Q10355,1,70.59,1
STU1469,Q10752,1,45.27,1
STU1318,Q10223,1,69.37,3
STU1148,Q10929,1,119.41,2
STU1150,Q10072,1,35.83,1
STU1421,Q10143,1,50.58,3
STU1007,Q10833,1,53.49,1
STU1048,Q10927,0,20.45,1
STU1434,Q10095,1,99.76,2
STU1480,Q10506,1,77.98,3
STU1238,Q10292,1,35.61,1
STU1420,Q10498,1,75.57,1
STU1166,Q10954,1,74.47,1
STU1022,Q10351,0,5.63,1
STU1023,Q10192,0,280.7,1
STU1294,Q10369,1,40.49,1
STU1438,Q10256,1,63.46,1
STU1475,Q10730,1,39.91,1
STU1421,Q10880,1,87.11,3
STU1237,Q10147,1,73.77,1
STU1476,Q10237,0,293.01,1
STU1327,Q10890,0,6.11,1
STU1170,Q10921,0,13.95,1
STU1473,Q10830,0,262.19,2
STU1469,Q10256,1,75.49,2
STU1305,Q10495,1,45.78,1
STU1287,Q10277,0,12.46,2
STU1421,Q10264,1,45.33,1
STU1091,Q10150,0,11.4,1
STU1178,Q10996,0,470.05,2
STU1324,Q10046,1,36.55,2
STU1171,Q10784,0,18.67,4
STU1475,Q10343,1,55.66,1
STU1121,Q10356,1,38.2,3
STU1202,Q10944,1,79.03,1
STU1362,Q10780,1,134.9,1
STU1094,Q10534,0,11.37,1
STU1028,Q10240,1,70.41,1
STU1092,Q10721,1,37.38,1
STU1264,Q10679,1,95.09,2
STU1121,Q10604,1,75.36,3
STU1420,Q10453,0,164.69,1
STU1373,Q10336,0,18.32,4
STU1078,Q10628,0,267.76,4
STU1263,Q10364,1,39.45,1
STU1161,Q10509,0,27.4,2
STU1379,Q10523,1,41.07,1
STU1158,Q10010,1,81.94,1
STU1010,Q10932,0,189.76,1
STU1227,Q10484,0,23.15,4
STU1199,Q10433,0,8.46,3
STU1334,Q10462,0,23.98,1
STU1471,Q10135,1,86.73,1
STU1106,Q10629,1,33.11,1
STU1110,Q10325,0,28.35,2
STU1449,Q10886,0,244.77,1
STU1010,Q10841,0,15.22,1
STU1454,Q10412,1,116.89,1
STU1132,Q10577,1,26.72,1
STU1099,Q10713,0,8.53,4
STU1154,Q10696,0,155.31,3
STU1081,Q10455,1,89.06,1
STU1431,Q10524,0,255.28,2
STU1142,Q10289,1,34.27,1
STU1089,Q10054,0,17.73,4
STU1282,Q10615,0,343.71,2
STU1371,Q10145,1,46.13,1
STU1181,Q10950,0,9.03,4
STU1298,Q10851,1,89.28,1
STU1387,Q10628,1,67.25,1
STU1096,Q10811,0,238.6,1
STU1067,Q10212,1,65.08,1
STU1295,Q10933,0,12.24,4
STU1015,Q10881,1,50.8,3
STU1296,Q10616,0,408.28,4
STU1121,Q10821,0,31.82,1
STU1026,Q10419,0,434.21,2
STU1395,Q10989,1,59.61,1
STU1169,Q10809,0,230.69,3
STU1125,Q10609,1,70.23,2
STU1167,Q10435,0,29.03,4
STU1256,Q10063,0,541.59,1
STU1248,Q10100,0,293.03,2
STU1273,Q10133,1,100.9,1
STU1149,Q10036,0,11.29,1
STU1166,Q10209,1,109.3,1
STU1148,Q10895,0,22.97,1
STU1305,Q10670,0,26.03,4
STU1132,Q10663,0,231.6,1
STU1172,Q10691,1,126.4,1
STU1346,Q10764,0,18.71,3
STU1411,Q10623,1,64.47,1
STU1328,Q10837,0,16.5,3
STU1427,Q10006,0,28.19,3
STU1043,Q10740,1,112.79,1
STU1014,Q10609,0,371.84,3
STU1161,Q10486,0,161.4,1
STU1013,Q10673,0,12.88,1
STU1285,Q10474,0,12.79,1
STU1254,Q10580,1,110.46,1
STU1169,Q10316,0,29.13,3
STU1149,Q10600,0,7.97,2
STU1330,Q10034,1,67.26,1
STU1118,Q10298,0,12.16,4
STU1352,Q10296,1,97.67,1
STU1272,Q10396,0,174.86,1
STU1115,Q10006,0,8.13,1
STU1095,Q10111,0,19.84,4
STU1080,Q10891,0,7.21,2
STU1237,Q10771,0,12.05,1
STU1174,Q10941,0,15.33,1
STU1405,Q10978,1,45.93,1
STU1470,Q10749,1,106.07,1
STU1036,Q10307,0,33.64,4
STU1361,Q10530,1,69.54,1
STU1141,Q10924,0,576.83,4
STU1210,Q10296,1,107.58,1
STU1236,Q10428,1,65.26,2
STU1384,Q10404,1,63.12,1
STU1355,Q10885,1,71.84,3
STU1342,Q10636,1,55.52,1
STU1160,Q10152,0,280.0,1
STU1329,Q10100,1,35.35,1
STU1133,Q10443,1,109.82,2
STU1008,Q10503,0,209.71,1
STU1460,Q10015,1,45.14,1
STU1052,Q10559,0,28.4,1
STU1373,Q10855,1,65.54,1
STU1447,Q10454,1,33.49,1
STU1443,Q10182,1,92.04,2
STU1433,Q10294,1,95.24,1
STU1185,Q10027,0,14.66,1
STU1198,Q10014,1,40.46,1
STU1479,Q10801,1,98.42,3
STU1088,Q10906,0,242.56,4
STU1136,Q10164,1,100.45,1
STU1284,Q10716,1,98.62,1
STU1072,Q10201,1,80.46,2
STU1004,Q10846,1,50.03,3
STU1400,Q10238,1,63.72,2
STU1355,Q10438,1,71.97,3
STU1317,Q10870,0,539.49,1
STU1340,Q10972,1,66.79,2
STU1459,Q10968,0,9.38,3
STU1437,Q10482,1,74.04,1
STU1256,Q10703,0,7.93,2
STU1387,Q10589,1,96.32,1
STU1386,Q10582,1,53.46,1
STU1113,Q10577,1,39.64,1
STU1065,Q10189,1,47.87,1
STU1145,Q10079,1,64.89,1
STU1061,Q10995,1,71.73,1
STU1347,Q10994,0,441.91,1
STU1044,Q10559,0,223.75,4
STU1417,Q10122,1,129.71,1
STU1316,Q10848,0,552.58,1
STU1437,Q10621,1,23.02,3
STU1053,Q10344,1,76.25,1
STU1020,Q10786,1,53.42,1
STU1120,Q10782,0,10.63,3
STU1014,Q10818,0,29.9,1
STU1135,Q10079,0,275.14,2
STU1204,Q10647,1,80.48,1
STU1085,Q10505,0,377.26,1
STU1410,Q10663,0,377.23,4
STU1140,Q10420,1,96.18,1
STU1235,Q10292,1,86.25,2
STU1129,Q10924,0,21.28,1
STU1418,Q10932,1,35.73,1
STU1239,Q10299,1,90.24,1
STU1303,Q10884,0,234.98,1
STU1439,Q10406,1,88.44,1
STU1391,Q10354,0,358.54,1
STU1016,Q10225,1,72.53,3
STU1184,Q10094,0,13.16,1
STU1442,Q10234,0,165.84,1
STU1291,Q10046,0,10.02,4
STU1460,Q10846,0,20.69,1
STU1270,Q10438,1,72.24,1
STU1441,Q10274,1,92.82,2
STU1482,Q10455,1,53.54,1
STU1129,Q10819,1,90.47,3
STU1364,Q10439,0,13.8,1
STU1007,Q10528,0,14.68,1
STU1256,Q10395,1,129.35,1
STU1178,Q10143,0,461.66,1
STU1260,Q10471,1,60.63,2
STU1131,Q10663,1,47.44,1
STU1161,Q10911,0,13.74,4
STU1415,Q10667,0,9.84,1
STU1189,Q10276,1,86.65,1
STU1146,Q10284,1,74.76,1
STU1395,Q10300,1,120.58,1
STU1295,Q10034,1,29.79,1
STU1165,Q10603,1,122.19,1
STU1183,Q10854,0,13.71,2
STU1484,Q10402,0,506.97,4
STU1210,Q10579,0,14.92,2
STU1463,Q10155,0,376.18,1
STU1071,Q10974,0,13.91,3
STU1066,Q10655,1,52.93,2
STU1151,Q10226,1,66.62,1
STU1443,Q10833,0,23.27,1
STU1081,Q10678,0,24.32,3
STU1191,Q10202,1,35.08,1
STU1067,Q10533,1,66.3,1
STU1411,Q10961,0,6.02,1
STU1463,Q10930,0,549.82,1
STU1212,Q10323,0,22.67,4
STU1111,Q10638,1,76.86,1
STU1321,Q10550,0,182.7,1
STU1061,Q10726,1,80.41,1
STU1484,Q10927,1,97.28,1
STU1082,Q10570,1,126.63,1
STU1166,Q10739,0,9.38,1
STU1399,Q10244,1,74.14,2
STU1446,Q10623,1,84.6,2
STU1321,Q10272,1,48.64,1
STU1249,Q10297,1,102.1,1
STU1243,Q10476,0,427.2,1
STU1079,Q10263,0,18.57,1
STU1149,Q10009,1,41.68,2
STU1447,Q10205,1,95.24,3
STU1030,Q10878,0,14.4,1
STU1216,Q10361,1,40.4,3
STU1053,Q10073,0,224.65,1
STU1350,Q10322,1,98.97,1
STU1305,Q10412,0,243.39,2
STU1175,Q10177,0,292.0,3
STU1332,Q10423,1,47.49,1
STU1151,Q10777,1,144.96,1
STU1437,Q10904,1,45.74,3
STU1037,Q10018,1,43.76,1
STU1001,Q10800,1,100.65,3
STU1356,Q10403,1,45.06,3
STU1210,Q10437,1,41.84,1
STU1009,Q10468,0,7.87,1
STU1456,Q10323,1,68.98,1
STU1452,Q10256,0,21.04,4
STU1378,Q10965,1,61.89,3
STU1382,Q10137,1,47.14,3
STU1219,Q10651,1,61.43,2
STU1021,Q10066,0,11.19,1
STU1090,Q10671,0,20.39,4
STU1343,Q10871,1,39.04,1
STU1172,Q10928,1,97.77,1
STU1052,Q10451,0,318.63,2
STU1466,Q10037,1,57.4,1
STU1380,Q10463,1,117.59,1
STU1143,Q10956,0,341.03,4
STU1169,Q10861,1,43.19,1
STU1105,Q10416,1,89.0,3
STU1492,Q10211,0,16.34,2
STU1341,Q10587,0,33.39,1
STU1193,Q10911,1,48.71,1
STU1404,Q10013,0,13.96,4
STU1200,Q10095,0,471.57,4
STU1101,Q10513,1,66.38,1
STU1072,Q10940,0,10.05,3
STU1196,Q10184,1,77.28,1
STU1422,Q10048,1,79.11,1
STU1367,Q10080,1,122.71,1
STU1034,Q10815,0,18.15,1
STU1390,Q10486,0,24.67,2
STU1340,Q10262,1,47.78,1
STU1105,Q10208,0,449.25,4
STU1418,Q10641,1,37.87,1
STU1083,Q10732,0,12.2,4
STU1355,Q10959,0,211.08,1
STU1306,Q10487,1,147.05,1
STU1070,Q10568,0,239.18,4
STU1240,Q10861,1,35.47,3
STU1210,Q10349,1,75.07,1
STU1460,Q10900,1,119.38,1
STU1313,Q10453,1,75.8,1
STU1245,Q10939,0,14.17,3
STU1213,Q10915,1,87.08,1
STU1124,Q10457,1,35.05,1
STU1027,Q10821,1,53.13,1
STU1112,Q10752,1,65.15,3
STU1450,Q10363,1,100.96,1
STU1111,Q10050,1,92.86,1
STU1117,Q10367,1,105.94,1
STU1227,Q10367,0,12.26,1
STU1359,Q10508,1,84.9,1
STU1096,Q10789,1,54.95,1
STU1249,Q10947,1,80.82,2
STU1308,Q10511,1,65.5,1
STU1499,Q10417,0,366.72,3
STU1380,Q10677,1,107.29,1
STU1019,Q10730,0,471.06,1
STU1100,Q10575,1,62.5,3
STU1463,Q10641,0,232.04,4
STU1484,Q10057,1,99.61,2
STU1360,Q10685,1,41.79,2
STU1268,Q10977,1,51.86,1
STU1335,Q10857,1,80.94,2
STU1354,Q10370,1,54.39,1
STU1012,Q10882,1,38.97,2
STU1112,Q10459,0,21.81,1
STU1255,Q10461,1,77.75,1
STU1129,Q10516,0,27.08,3
STU1237,Q10725,1,95.58,1
STU1463,Q10462,0,209.26,3
STU1450,Q10927,1,122.15,1
STU1410,Q10445,1,32.77,1
STU1419,Q10846,1,50.93,2
STU1014,Q10887,1,48.17,3
STU1495,Q10813,1,38.07,1
STU1312,Q10925,0,555.11,1
STU1284,Q10870,1,89.85,1
STU1373,Q10582,1,67.35,2
STU1267,Q10661,0,299.42,1
STU1060,Q10727,1,29.83,1
STU1184,Q10858,1,103.07,1
STU1136,Q10431,0,315.89,1
STU1384,Q10985,0,22.15,1
STU1211,Q10944,1,84.25,1
STU1354,Q10413,1,127.78,3
STU1266,Q10850,1,37.63,2
STU1355,Q10521,0,10.4,1
STU1310,Q10746,1,81.11,1
STU1304,Q10898,1,111.21,1
STU1498,Q10045,1,122.65,1
STU1017,Q10588,1,48.35,1
STU1391,Q10397,1,81.47,1
STU1055,Q10081,0,31.81,4
STU1368,Q10162,1,103.89,2
STU1400,Q10669,0,518.28,1
STU1012,Q10950,0,18.75,2
STU1322,Q10569,0,333.79,1
STU1457,Q10406,1,111.46,2
STU1440,Q10005,1,84.91,1
STU1015,Q10676,0,15.81,1
STU1214,Q10081,0,421.58,1
STU1196,Q10347,1,65.14,1
STU1462,Q10291,1,85.97,1
STU1147,Q10022,0,21.41,3
STU1449,Q10406,1,98.48,1
STU1322,Q10697,1,25.37,1
STU1298,Q10391,1,123.42,2
STU1292,Q10417,0,431.88,3
STU1063,Q10027,0,22.16,3
STU1394,Q10876,1,73.61,1
STU1398,Q10338,1,144.0,1
STU1461,Q10856,0,16.75,1
STU1167,Q10485,1,34.73,1
STU1056,Q10276,0,9.86,1
STU1078,Q10997,1,123.99,1
STU1290,Q10365,1,89.76,1
STU1258,Q10303,1,75.33,3
STU1083,Q10273,1,120.5,1
STU1259,Q10381,1,106.58,1
STU1324,Q10572,0,19.59,1
STU1052,Q10835,0,18.12,1
STU1378,Q10741,1,37.79,1
STU1179,Q10445,1,65.26,3
STU1004,Q10326,0,188.78,1
STU1412,Q10063,0,16.73,2
STU1269,Q10263,0,17.78,1
STU1071,Q10238,1,63.61,3
STU1058,Q10760,0,20.68,1
STU1215,Q10990,1,45.93,1
STU1135,Q10276,0,235.9,3
STU1005,Q10367,1,107.22,3
STU1065,Q10821,0,469.48,2
STU1242,Q10027,1,83.13,1
STU1372,Q10615,1,118.55,1
STU1314,Q10982,0,8.91,1
STU1110,Q10388,0,15.95,1
STU1121,Q10536,1,55.18,1
STU1427,Q10345,0,24.46,1
STU1436,Q10146,1,58.84,3
STU1204,Q10201,1,93.49,1
STU1315,Q10785,1,119.91,1
STU1460,Q10348,0,335.31,1
STU1177,Q10270,0,274.64,1
STU1352,Q10688,0,370.29,4
STU1300,Q10903,0,31.56,1
STU1103,Q10202,1,32.94,1
STU1300,Q10865,1,59.9,1
STU1031,Q10217,0,436.76,2
STU1007,Q10511,1,77.79,1
STU1403,Q10992,0,8.39,1
STU1241,Q10599,1,149.09,3
STU1460,Q10562,1,111.6,1
STU1007,Q10880,0,10.85,3
STU1166,Q10801,0,295.36,1
STU1215,Q10423,1,87.3,3
STU1111,Q10468,0,427.03,1
STU1142,Q10957,1,71.66,2
STU1410,Q10452,1,50.77,1
STU1136,Q10626,0,22.66,1
STU1382,Q10118,0,26.0,1
STU1199,Q10706,1,52.13,1
STU1457,Q10078,1,56.2,1
STU1023,Q10212,0,16.0,1
STU1100,Q10037,1,51.02,1
STU1129,Q10064,1,63.25,1
STU1244,Q10496,1,48.49,1
STU1068,Q10144,1,30.42,2
STU1358,Q10338,0,245.2,2
STU1179,Q10494,1,58.83,1
STU1028,Q10569,1,99.14,1
STU1464,Q10270,1,77.93,1
STU1392,Q10744,0,23.95,1
STU1186,Q10233,0,23.94,1
STU1006,Q10466,1,46.54,3
STU1173,Q10319,0,239.96,4
STU1124,Q10527,1,64.26,3
STU1407,Q10990,0,397.45,3
STU1256,Q10751,0,10.53,4
STU1097,Q10074,1,50.65,1
STU1157,Q10232,1,53.43,2
STU1242,Q10274,0,22.69,1
STU1364,Q10898,0,13.87,4
STU1205,Q10410,1,37.5,1
STU1368,Q10598,1,84.56,3
STU1212,Q10518,0,14.83,1
STU1318,Q10051,1,106.15,2
STU1089,Q10966,0,17.12,4
STU1390,Q10798,0,30.5,4
STU1430,Q10693,0,389.62,4
STU1379,Q10723,0,12.59,2
STU1024,Q10659,1,79.39,2
STU1036,Q10449,0,315.13,4
STU1409,Q10450,0,12.42,3
STU1409,Q10432,1,130.05,1
STU1009,Q10494,1,48.76,1
STU1320,Q10206,1,44.93,2
STU1334,Q10157,0,13.37,1
STU1183,Q10247,0,244.9,1
STU1122,Q10295,1,101.07,1
STU1330,Q10202,0,340.19,3
STU1350,Q10430,1,100.02,1
STU1199,Q10272,1,68.22,1
STU1309,Q10383,0,211.9,3
STU1443,Q10246,1,26.9,2
STU1156,Q10550,1,132.67,1
STU1259,Q10459,1,45.13,1
STU1268,Q10663,1,92.97,3
STU1386,Q10628,1,110.77,1
STU1414,Q10827,0,23.21,1
STU1199,Q10998,1,23.24,1
STU1214,Q10619,1,64.3,2
STU1369,Q10418,1,55.22,1
STU1429,Q10489,1,28.8,1
STU1307,Q10477,1,50.17,1
STU1030,Q10849,1,45.31,2
STU1158,Q10745,0,27.76,4
STU1053,Q10144,1,32.06,1
STU1342,Q10665,1,76.49,1
STU1018,Q10570,1,69.29,1
STU1263,Q10429,1,39.78,1
STU1053,Q10587,1,83.19,1
STU1496,Q10106,1,47.71,1
STU1475,Q10303,1,81.72,1
STU1331,Q10893,0,10.33,1
STU1371,Q10483,0,9.36,4
STU1397,Q10367,1,110.68,1
STU1092,Q10811,0,296.24,1
STU1399,Q10848,1,39.2,1
STU1000,Q10942,1,120.34,1
STU1003,Q10872,0,277.71,3
STU1166,Q10824,0,23.79,1
STU1372,Q10252,1,55.51,1
STU1089,Q10582,1,34.3,3
STU1113,Q10126,1,102.76,1
STU1078,Q10027,0,31.65,1
STU1093,Q10805,0,13.57,1
STU1237,Q10777,1,65.45,1
STU1318,Q10174,1,32.65,2
STU1045,Q10856,1,51.67,1
STU1273,Q10624,1,30.44,1
STU1212,Q10389,1,116.98,1
STU1441,Q10157,1,42.71,3
STU1021,Q10140,1,55.82,3
STU1216,Q10845,0,15.07,1
STU1243,Q10519,1,64.21,3
STU1419,Q10793,1,125.4,1
STU1049,Q10490,0,21.54,3
STU1206,Q10986,1,79.71,2
STU1043,Q10593,0,10.78,4
STU1258,Q10462,0,344.17,2
STU1414,Q10085,1,49.16,1
STU1096,Q10170,1,48.93,1
STU1142,Q10700,1,119.0,1
STU1349,Q10588,1,117.96,3
STU1204,Q10612,1,117.42,1
STU1099,Q10607,0,307.53,1
STU1467,Q10214,0,143.31,1
STU1402,Q10993,0,22.74,1
STU1316,Q10449,0,292.93,1
STU1150,Q10788,1,68.59,1
STU1041,Q10786,0,13.43,3
STU1035,Q10730,0,192.16,1
STU1040,Q10263,0,8.04,1
STU1495,Q10010,1,74.41,1
STU1358,Q10763,0,359.68,1
STU1090,Q10738,1,124.02,1
STU1433,Q10494,0,34.07,2
STU1328,Q10125,1,84.1,1
STU1209,Q10363,0,27.38,3
STU1083,Q10115,0,531.12,1
STU1020,Q10399,0,24.39,4
STU1094,Q10926,0,569.14,2
STU1231,Q10791,1,94.13,1
STU1056,Q10109,1,30.6,2
STU1035,Q10386,1,40.84,1
STU1223,Q10907,1,48.18,2
STU1316,Q10301,1,109.39,1
STU1377,Q10536,1,92.47,2
STU1284,Q10116,0,11.29,2
STU1365,Q10690,1,94.25,1
STU1060,Q10775,0,477.9,2
STU1265,Q10088,1,129.71,1
STU1344,Q10048,1,29.6,3
STU1003,Q10080,0,10.18,3
STU1295,Q10013,1,88.78,1
STU1233,Q10953,0,28.03,1
STU1462,Q10239,1,49.28,1
STU1427,Q10155,1,93.56,1
STU1429,Q10035,1,31.17,1
STU1449,Q10891,1,78.13,1
STU1144,Q10255,0,207.29,1
STU1103,Q10356,0,23.43,4
STU1485,Q10016,1,92.33,1
STU1445,Q10602,1,86.51,1
STU1489,Q10718,1,72.8,1
STU1493,Q10303,1,80.19,1
STU1269,Q10129,1,129.33,1
STU1075,Q10599,0,32.95,1
STU1056,Q10509,1,75.46,3
STU1401,Q10044,0,13.36,1
STU1289,Q10934,0,386.46,1
STU1450,Q10458,1,109.93,2
STU1170,Q10316,0,387.24,4
STU1151,Q10839,0,16.64,3
STU1465,Q10417,1,114.95,1
STU1339,Q10063,0,21.89,1
STU1155,Q10311,1,109.75,1
STU1359,Q10598,1,78.77,1
STU1030,Q10014,1,126.81,1
STU1275,Q10316,0,22.5,1
STU1480,Q10588,1,31.68,2
STU1032,Q10551,1,33.38,1
STU1261,Q10320,0,7.38,1
STU1277,Q10504,0,318.81,3
STU1048,Q10435,1,122.94,2
STU1465,Q10131,0,143.53,1
STU1002,Q10570,0,206.34,1
STU1432,Q10983,0,281.44,1
STU1030,Q10955,1,70.88,1
STU1224,Q10083,1,109.2,3
STU1494,Q10851,0,186.48,1
STU1188,Q10949,0,19.79,3
STU1348,Q10295,0,501.79,4
STU1345,Q10214,0,17.94,1
STU1153,Q10491,0,169.02,1
STU1266,Q10114,1,87.47,1
STU1290,Q10962,0,27.32,4
STU1225,Q10145,1,63.2,1
STU1351,Q10997,1,28.27,3
STU1077,Q10016,0,349.42,4
STU1081,Q10152,1,53.82,1
STU1147,Q10691,0,28.71,1
STU1060,Q10604,0,6.94,3
STU1326,Q10087,1,98.6,1
STU1195,Q10346,0,412.19,4
STU1129,Q10686,1,92.36,1
STU1387,Q10781,0,290.52,2
STU1137,Q10028,0,19.0,1
STU1189,Q10770,1,98.51,2
STU1360,Q10744,0,16.63,2
STU1154,Q10035,0,9.65,1
STU1042,Q10248,0,26.54,2
STU1284,Q10158,0,21.53,4
STU1298,Q10970,0,7.81,1
STU1179,Q10882,1,46.23,3
STU1477,Q10218,0,6.63,1
STU1353,Q10575,1,49.9,1
STU1000,Q10110,1,59.32,3
STU1146,Q10133,0,26.55,3
STU1444,Q10018,1,86.07,3
STU1185,Q10146,1,39.35,3
STU1319,Q10066,1,87.1,1
STU1090,Q10621,0,391.34,4
STU1376,Q10011,1,91.22,1
STU1430,Q10508,0,22.09,1
STU1145,Q10355,1,80.39,1
STU1286,Q10953,0,14.15,4
STU1051,Q10242,0,455.04,1
STU1017,Q10334,0,18.07,1
STU1115,Q10222,0,8.65,2
STU1420,Q10961,1,92.6,1
STU1487,Q10219,1,100.34,3
STU1253,Q10317,1,134.53,1
STU1003,Q10701,1,90.8,1
STU1304,Q10622,1,61.92,1
STU1457,Q10142,1,144.4,1
STU1207,Q10811,0,27.1,4
STU1396,Q10294,1,84.31,1
STU1314,Q10394,1,45.25,1
STU1264,Q10412,1,43.3,3
STU1126,Q10262,1,41.99,1
STU1399,Q10382,1,76.67,1
STU1056,Q10678,0,217.92,1
STU1474,Q10567,0,8.67,2
STU1187,Q10805,0,18.33,1
STU1231,Q10761,1,139.19,3
STU1352,Q10792,1,64.75,1
STU1436,Q10303,1,55.76,1
STU1208,Q10405,0,363.91,1
STU1195,Q10158,1,107.95,3
STU1423,Q10310,0,295.46,4
STU1280,Q10631,0,10.32,1
STU1260,Q10802,0,28.42,1
STU1442,Q10653,0,12.15,4
STU1051,Q10557,1,68.95,1
STU1340,Q10682,1,87.18,1
STU1044,Q10341,1,40.18,1
STU1105,Q10582,1,38.43,2
STU1150,Q10882,0,538.05,1
STU1303,Q10869,1,110.16,2
STU1360,Q10866,0,15.93,2
STU1258,Q10271,0,274.68,3
STU1192,Q10112,1,132.18,1
STU1241,Q10848,1,50.76,1
STU1292,Q10475,1,50.45,1
STU1248,Q10406,0,280.57,3
STU1158,Q10605,1,33.78,1
STU1416,Q10514,1,72.31,2
STU1238,Q10343,0,9.77,1
STU1014,Q10954,0,318.54,4
STU1125,Q10907,1,83.66,3
STU1313,Q10196,1,75.03,1
STU1299,Q10825,1,131.45,1
STU1080,Q10226,0,415.73,4
STU1226,Q10207,1,52.34,1
STU1484,Q10752,1,119.33,1
STU1472,Q10390,1,33.17,1
STU1194,Q10581,1,56.18,1
STU1015,Q10339,0,193.87,1
STU1020,Q10730,0,350.92,1
STU1159,Q10161,1,60.38,1
STU1074,Q10358,1,109.57,1
STU1325,Q10034,0,31.06,1
STU1179,Q10908,1,102.31,1
STU1020,Q10650,1,107.34,1
STU1478,Q10499,1,59.62,2
STU1488,Q10797,0,13.89,2
STU1161,Q10571,0,9.8,1
STU1008,Q10548,0,20.1,4
STU1316,Q10115,1,45.88,1
STU1403,Q10564,1,132.2,1
STU1417,Q10432,0,31.69,1
STU1426,Q10367,1,46.62,1
STU1265,Q10700,1,33.19,2
STU1115,Q10794,0,19.66,4
STU1160,Q10016,1,39.45,2
STU1336,Q10834,0,179.37,1
STU1463,Q10527,0,17.19,4
STU1266,Q10056,1,84.74,1
STU1071,Q10434,1,44.37,1
STU1216,Q10135,1,100.91,1
STU1298,Q10489,1,31.49,1
STU1126,Q10702,0,15.36,1
STU1367,Q10677,1,57.3,2
STU1449,Q10227,0,20.93,2
STU1452,Q10460,0,16.06,1
STU1135,Q10318,1,87.39,1
STU1000,Q10976,0,405.38,4
STU1248,Q10705,1,110.49,2
STU1146,Q10849,1,97.19,1
STU1483,Q10242,1,35.45,3
STU1193,Q10580,0,139.67,4
STU1481,Q10222,0,324.25,1
STU1004,Q10290,1,89.81,1
STU1361,Q10601,1,136.83,2
STU1126,Q10559,1,139.43,1
STU1441,Q10455,1,79.79,1
STU1275,Q10237,1,75.49,2
STU1066,Q10325,1,107.82,1
STU1402,Q10206,1,51.86,3
STU1220,Q10645,1,43.14,1
STU1496,Q10351,0,24.83,1
STU1056,Q10591,0,290.16,1
STU1135,Q10123,1,90.52,1
STU1196,Q10498,0,198.36,2
STU1220,Q10791,1,101.07,1
STU1097,Q10915,0,327.61,4
STU1049,Q10039,1,68.96,3
STU1219,Q10227,0,21.75,2
STU1497,Q10387,1,104.64,2
STU1473,Q10281,0,198.92,4
STU1018,Q10580,1,57.55,1
STU1371,Q10338,0,245.9,1
STU1150,Q10726,0,10.88,1
STU1182,Q10696,0,539.47,3
STU1022,Q10082,1,81.53,1
STU1219,Q10013,0,26.12,2
STU1341,Q10450,1,36.31,1
STU1360,Q10714,1,90.97,1
STU1040,Q10825,0,7.4,4
STU1105,Q10769,1,41.71,1
