question_id,concept_id,question_text,difficulty,correct_answer
Q10597,C1023,Identify Recurrent Neural Networks?,Easy,The fundamental concept of Recurrent Neural Networks
Q10598,C1023,Prove the optimization of Recurrent Neural Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Recurrent Neural Networks
Q10599,C1031,True or False: Hyperparameter Tuning?,Easy,The fundamental concept of Hyperparameter Tuning
Q10600,C1012,What is Random Forests?,Easy,The fundamental concept of Random Forests
Q10601,C1000,Explain the difference between rank and nullity.,Medium,Solve det(A-λI)=0
Q10602,C1037,Explain the limitations of Neural Architecture Search?,Medium,Uses mathematical optimization for Neural Architecture Search
Q10603,C1010,Identify K-Nearest Neighbors?,Easy,The fundamental concept of K-Nearest Neighbors
Q10604,C1013,What is Gradient Boosting?,Easy,The fundamental concept of Gradient Boosting
Q10605,C1028,Design the optimization of BERT in practical applications?,Hard,Requires understanding of underlying mathematics in BERT
Q10606,C1032,Prove the mathematical foundation of Cross-Validation in practical applications?,Hard,Requires understanding of underlying mathematics in Cross-Validation
Q10607,C1021,Explain the limitations of Backpropagation?,Medium,Uses mathematical optimization for Backpropagation
Q10608,C1016,Identify K-Means Clustering?,Easy,The fundamental concept of K-Means Clustering
Q10609,C1029,Prove the implementation of GPT Models in practical applications?,Hard,Requires understanding of underlying mathematics in GPT Models
Q10610,C1035,How does the working mechanism of Self-Supervised Learning?,Medium,Uses mathematical optimization for Self-Supervised Learning
Q10611,C1032,What is Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10612,C1015,Identify Principal Component Analysis?,Easy,The fundamental concept of Principal Component Analysis
Q10613,C1014,What is Naive Bayes?,Easy,The fundamental concept of Naive Bayes
Q10614,C1028,True or False: BERT?,Easy,The fundamental concept of BERT
Q10615,C1012,True or False: Random Forests?,Easy,The fundamental concept of Random Forests
Q10616,C1038,Identify Meta Learning?,Easy,The fundamental concept of Meta Learning
Q10617,C1022,What is a convolutional layer?,Easy,The fundamental concept of Convolutional Neural Networks
Q10618,C1014,Calculate the working mechanism of Naive Bayes?,Medium,Uses mathematical optimization for Naive Bayes
Q10619,C1010,Compare the advantages of K-Nearest Neighbors?,Medium,Uses mathematical optimization for K-Nearest Neighbors
Q10620,C1024,Design the implementation of LSTM Networks in practical applications?,Hard,Requires understanding of underlying mathematics in LSTM Networks
Q10621,C1013,What is Gradient Boosting?,Easy,The fundamental concept of Gradient Boosting
Q10622,C1015,Calculate the limitations of Principal Component Analysis?,Medium,Uses mathematical optimization for Principal Component Analysis
Q10623,C1033,Define Model Evaluation?,Easy,The fundamental concept of Model Evaluation
Q10624,C1027,Evaluate the mathematical foundation of Transformers in practical applications?,Hard,Requires understanding of underlying mathematics in Transformers
Q10625,C1005,Calculate the limitations of Distance Metrics?,Medium,Uses mathematical optimization for Distance Metrics
Q10626,C1003,How does the advantages of Statistics?,Medium,Uses mathematical optimization for Statistics
Q10627,C1017,Identify Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10628,C1000,"What is the determinant of a 2x2 matrix [[a,b],[c,d]]?",Easy,ad-bc
Q10629,C1035,List Self-Supervised Learning?,Easy,The fundamental concept of Self-Supervised Learning
Q10630,C1011,Define Support Vector Machines?,Easy,The fundamental concept of Support Vector Machines
Q10631,C1019,Define forward propagation.,Easy,Introduces non-linearity
Q10632,C1017,Evaluate the mathematical foundation of Hierarchical Clustering in practical applications?,Hard,Requires understanding of underlying mathematics in Hierarchical Clustering
Q10633,C1014,Calculate the advantages of Naive Bayes?,Medium,Uses mathematical optimization for Naive Bayes
Q10634,C1019,Analyze computational graph.,Hard,σ(x)(1-σ(x))
Q10635,C1010,Design the mathematical foundation of K-Nearest Neighbors in practical applications?,Hard,Requires understanding of underlying mathematics in K-Nearest Neighbors
Q10636,C1010,What is K-Nearest Neighbors?,Easy,The fundamental concept of K-Nearest Neighbors
Q10637,C1027,How does the limitations of Transformers?,Medium,Uses mathematical optimization for Transformers
Q10638,C1005,True or False: Distance Metrics?,Easy,The fundamental concept of Distance Metrics
Q10639,C1022,How to handle overfitting in CNNs?,Medium,Uses mathematical optimization for Convolutional Neural Networks
Q10640,C1023,List Recurrent Neural Networks?,Easy,The fundamental concept of Recurrent Neural Networks
Q10641,C1036,Explain the working mechanism of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10642,C1004,What is Python Programming?,Easy,The fundamental concept of Python Programming
Q10643,C1033,How does the advantages of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10644,C1018,True or False: DBSCAN?,Easy,The fundamental concept of DBSCAN
Q10645,C1026,Prove the mathematical foundation of Generative Adversarial Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Generative Adversarial Networks
Q10646,C1006,Design the mathematical foundation of Attention Mechanism in practical applications?,Hard,Requires understanding of underlying mathematics in Attention Mechanism
Q10647,C1015,Calculate the advantages of Principal Component Analysis?,Medium,Uses mathematical optimization for Principal Component Analysis
Q10648,C1021,How does the limitations of Backpropagation?,Medium,Uses mathematical optimization for Backpropagation
Q10649,C1017,True or False: Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10650,C1007,Derive the normal equations.,Hard,Requires understanding of underlying mathematics in Linear Regression
Q10651,C1011,What is Support Vector Machines?,Easy,The fundamental concept of Support Vector Machines
Q10652,C1029,Explain the limitations of GPT Models?,Medium,Uses mathematical optimization for GPT Models
Q10653,C1036,Identify Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10654,C1035,How does the limitations of Self-Supervised Learning?,Medium,Uses mathematical optimization for Self-Supervised Learning
Q10655,C1033,Identify Model Evaluation?,Easy,The fundamental concept of Model Evaluation
Q10656,C1033,Explain the working mechanism of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10657,C1008,Define Logistic Regression?,Easy,The fundamental concept of Logistic Regression
Q10658,C1008,What is Logistic Regression?,Easy,The fundamental concept of Logistic Regression
Q10659,C1028,How does the working mechanism of BERT?,Medium,Uses mathematical optimization for BERT
Q10660,C1026,Evaluate the implementation of Generative Adversarial Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Generative Adversarial Networks
Q10661,C1035,Compare the working mechanism of Self-Supervised Learning?,Medium,Uses mathematical optimization for Self-Supervised Learning
Q10662,C1006,Explain the limitations of Attention Mechanism?,Medium,Uses mathematical optimization for Attention Mechanism
Q10663,C1018,Compare the advantages of DBSCAN?,Medium,Uses mathematical optimization for DBSCAN
Q10664,C1036,Compare the working mechanism of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10665,C1017,Define Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10666,C1027,Compare the working mechanism of Transformers?,Medium,Uses mathematical optimization for Transformers
Q10667,C1025,What is Autoencoders?,Easy,The fundamental concept of Autoencoders
Q10668,C1000,What is singular value decomposition?,Medium,Solve det(A-λI)=0
Q10669,C1019,What is an activation function?,Easy,Introduces non-linearity
Q10670,C1038,Derive the implementation of Meta Learning in practical applications?,Hard,Requires understanding of underlying mathematics in Meta Learning
Q10671,C1022,Why use CNNs for images?,Easy,The fundamental concept of Convolutional Neural Networks
Q10672,C1010,Derive the implementation of K-Nearest Neighbors in practical applications?,Hard,Requires understanding of underlying mathematics in K-Nearest Neighbors
Q10673,C1026,Explain the working mechanism of Generative Adversarial Networks?,Medium,Uses mathematical optimization for Generative Adversarial Networks
Q10674,C1008,Identify Logistic Regression?,Easy,The fundamental concept of Logistic Regression
Q10675,C1028,Identify BERT?,Easy,The fundamental concept of BERT
Q10676,C1011,What is Support Vector Machines?,Easy,The fundamental concept of Support Vector Machines
Q10677,C1030,Explain the working mechanism of Diffusion Models?,Medium,Uses mathematical optimization for Diffusion Models
Q10678,C1022,Explain stride and padding.,Medium,Uses mathematical optimization for Convolutional Neural Networks
Q10679,C1014,Prove the optimization of Naive Bayes in practical applications?,Hard,Requires understanding of underlying mathematics in Naive Bayes
Q10680,C1028,Define BERT?,Easy,The fundamental concept of BERT
Q10681,C1036,How does the advantages of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10682,C1028,List BERT?,Easy,The fundamental concept of BERT
Q10683,C1036,Explain the working mechanism of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10684,C1024,Describe the limitations of LSTM Networks?,Medium,Uses mathematical optimization for LSTM Networks
Q10685,C1024,Calculate the limitations of LSTM Networks?,Medium,Uses mathematical optimization for LSTM Networks
Q10686,C1036,Design the mathematical foundation of Explainable AI in practical applications?,Hard,Requires understanding of underlying mathematics in Explainable AI
Q10687,C1001,What is Bayes theorem?,Easy,The fundamental concept of Probability
Q10688,C1029,Identify GPT Models?,Easy,The fundamental concept of GPT Models
Q10689,C1036,True or False: Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10690,C1025,Derive the optimization of Autoencoders in practical applications?,Hard,Requires understanding of underlying mathematics in Autoencoders
Q10691,C1026,Design the implementation of Generative Adversarial Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Generative Adversarial Networks
Q10692,C1030,Compare the working mechanism of Diffusion Models?,Medium,Uses mathematical optimization for Diffusion Models
Q10693,C1024,Calculate the limitations of LSTM Networks?,Medium,Uses mathematical optimization for LSTM Networks
Q10694,C1032,Calculate the limitations of Cross-Validation?,Medium,Uses mathematical optimization for Cross-Validation
Q10695,C1008,Calculate the advantages of Logistic Regression?,Medium,Uses mathematical optimization for Logistic Regression
Q10696,C1019,Explain backpropagation algorithm.,Medium,Chain rule application
Q10697,C1000,What is singular value decomposition?,Medium,Solve det(A-λI)=0
Q10698,C1023,Explain the working mechanism of Recurrent Neural Networks?,Medium,Uses mathematical optimization for Recurrent Neural Networks
Q10699,C1021,Evaluate the mathematical foundation of Backpropagation in practical applications?,Hard,Requires understanding of underlying mathematics in Backpropagation
Q10700,C1031,Evaluate the implementation of Hyperparameter Tuning in practical applications?,Hard,Requires understanding of underlying mathematics in Hyperparameter Tuning
Q10701,C1003,List Statistics?,Easy,The fundamental concept of Statistics
Q10702,C1037,Identify Neural Architecture Search?,Easy,The fundamental concept of Neural Architecture Search
Q10703,C1019,What is a perceptron?,Easy,Introduces non-linearity
Q10704,C1012,True or False: Random Forests?,Easy,The fundamental concept of Random Forests
Q10705,C1033,What is Model Evaluation?,Easy,The fundamental concept of Model Evaluation
Q10706,C1016,Compare the working mechanism of K-Means Clustering?,Medium,Uses mathematical optimization for K-Means Clustering
Q10707,C1012,Evaluate the implementation of Random Forests in practical applications?,Hard,Requires understanding of underlying mathematics in Random Forests
Q10708,C1022,What is transfer learning?,Medium,Uses mathematical optimization for Convolutional Neural Networks
Q10709,C1014,Identify Naive Bayes?,Easy,The fundamental concept of Naive Bayes
Q10710,C1033,How does the limitations of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10711,C1031,Compare the working mechanism of Hyperparameter Tuning?,Medium,Uses mathematical optimization for Hyperparameter Tuning
Q10712,C1034,What is Ensemble Methods?,Easy,The fundamental concept of Ensemble Methods
Q10713,C1027,How does the working mechanism of Transformers?,Medium,Uses mathematical optimization for Transformers
Q10714,C1017,Calculate the working mechanism of Hierarchical Clustering?,Medium,Uses mathematical optimization for Hierarchical Clustering
Q10715,C1036,How does the limitations of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10716,C1000,Explain the geometric interpretation of SVD.,Hard,Symmetric matrices have orthogonal eigenvectors
Q10717,C1036,Calculate the working mechanism of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10718,C1010,Describe the advantages of K-Nearest Neighbors?,Medium,Uses mathematical optimization for K-Nearest Neighbors
Q10719,C1022,How to handle overfitting in CNNs?,Medium,Uses mathematical optimization for Convolutional Neural Networks
Q10720,C1020,Analyze the implementation of Activation Functions in practical applications?,Hard,Requires understanding of underlying mathematics in Activation Functions
Q10721,C1025,How does the advantages of Autoencoders?,Medium,Uses mathematical optimization for Autoencoders
Q10722,C1017,List Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10723,C1028,Design the implementation of BERT in practical applications?,Hard,Requires understanding of underlying mathematics in BERT
Q10724,C1035,Identify Self-Supervised Learning?,Easy,The fundamental concept of Self-Supervised Learning
Q10725,C1005,How does the working mechanism of Distance Metrics?,Medium,Uses mathematical optimization for Distance Metrics
Q10726,C1012,Describe the working mechanism of Random Forests?,Medium,Uses mathematical optimization for Random Forests
Q10727,C1031,Analyze the optimization of Hyperparameter Tuning in practical applications?,Hard,Requires understanding of underlying mathematics in Hyperparameter Tuning
Q10728,C1035,Calculate the advantages of Self-Supervised Learning?,Medium,Uses mathematical optimization for Self-Supervised Learning
Q10729,C1007,How do you handle multicollinearity?,Medium,Uses mathematical optimization for Linear Regression
Q10730,C1027,List Transformers?,Easy,The fundamental concept of Transformers
Q10731,C1024,How does the working mechanism of LSTM Networks?,Medium,Uses mathematical optimization for LSTM Networks
Q10732,C1003,Define Statistics?,Easy,The fundamental concept of Statistics
Q10733,C1023,Define Recurrent Neural Networks?,Easy,The fundamental concept of Recurrent Neural Networks
Q10734,C1010,Design the implementation of K-Nearest Neighbors in practical applications?,Hard,Requires understanding of underlying mathematics in K-Nearest Neighbors
Q10735,C1015,Compare the working mechanism of Principal Component Analysis?,Medium,Uses mathematical optimization for Principal Component Analysis
Q10736,C1024,Describe the advantages of LSTM Networks?,Medium,Uses mathematical optimization for LSTM Networks
Q10737,C1038,What is Meta Learning?,Easy,The fundamental concept of Meta Learning
Q10738,C1017,How does the working mechanism of Hierarchical Clustering?,Medium,Uses mathematical optimization for Hierarchical Clustering
Q10739,C1005,Identify Distance Metrics?,Easy,The fundamental concept of Distance Metrics
Q10740,C1033,Compare the working mechanism of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10741,C1038,Identify Meta Learning?,Easy,The fundamental concept of Meta Learning
Q10742,C1013,Identify Gradient Boosting?,Easy,The fundamental concept of Gradient Boosting
Q10743,C1035,List Self-Supervised Learning?,Easy,The fundamental concept of Self-Supervised Learning
Q10744,C1011,Describe the limitations of Support Vector Machines?,Medium,Uses mathematical optimization for Support Vector Machines
Q10745,C1004,True or False: Python Programming?,Easy,The fundamental concept of Python Programming
Q10746,C1009,What is entropy in decision trees?,Easy,The fundamental concept of Decision Trees
Q10747,C1037,Prove the implementation of Neural Architecture Search in practical applications?,Hard,Requires understanding of underlying mathematics in Neural Architecture Search
Q10748,C1014,Describe the working mechanism of Naive Bayes?,Medium,Uses mathematical optimization for Naive Bayes
Q10749,C1027,Identify Transformers?,Easy,The fundamental concept of Transformers
Q10750,C1036,True or False: Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10751,C1037,List Neural Architecture Search?,Easy,The fundamental concept of Neural Architecture Search
Q10752,C1017,Identify Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10753,C1005,List Distance Metrics?,Easy,The fundamental concept of Distance Metrics
Q10754,C1036,Analyze the mathematical foundation of Explainable AI in practical applications?,Hard,Requires understanding of underlying mathematics in Explainable AI
Q10755,C1021,Identify Backpropagation?,Easy,The fundamental concept of Backpropagation
Q10756,C1024,Describe the limitations of LSTM Networks?,Medium,Uses mathematical optimization for LSTM Networks
Q10757,C1025,Derive the optimization of Autoencoders in practical applications?,Hard,Requires understanding of underlying mathematics in Autoencoders
Q10758,C1015,Describe the advantages of Principal Component Analysis?,Medium,Uses mathematical optimization for Principal Component Analysis
Q10759,C1034,How does the limitations of Ensemble Methods?,Medium,Uses mathematical optimization for Ensemble Methods
Q10760,C1013,Define Gradient Boosting?,Easy,The fundamental concept of Gradient Boosting
Q10761,C1029,True or False: GPT Models?,Easy,The fundamental concept of GPT Models
Q10762,C1029,List GPT Models?,Easy,The fundamental concept of GPT Models
Q10763,C1022,What is pooling?,Easy,The fundamental concept of Convolutional Neural Networks
Q10764,C1006,Describe the limitations of Attention Mechanism?,Medium,Uses mathematical optimization for Attention Mechanism
Q10765,C1038,Calculate the working mechanism of Meta Learning?,Medium,Uses mathematical optimization for Meta Learning
Q10766,C1034,Identify Ensemble Methods?,Easy,The fundamental concept of Ensemble Methods
Q10767,C1015,Calculate the limitations of Principal Component Analysis?,Medium,Uses mathematical optimization for Principal Component Analysis
Q10768,C1010,Analyze the implementation of K-Nearest Neighbors in practical applications?,Hard,Requires understanding of underlying mathematics in K-Nearest Neighbors
Q10769,C1036,Design the optimization of Explainable AI in practical applications?,Hard,Requires understanding of underlying mathematics in Explainable AI
Q10770,C1025,List Autoencoders?,Easy,The fundamental concept of Autoencoders
Q10771,C1037,Evaluate the mathematical foundation of Neural Architecture Search in practical applications?,Hard,Requires understanding of underlying mathematics in Neural Architecture Search
Q10772,C1025,Compare the advantages of Autoencoders?,Medium,Uses mathematical optimization for Autoencoders
Q10773,C1009,What is Gini impurity?,Easy,The fundamental concept of Decision Trees
Q10774,C1034,Explain the working mechanism of Ensemble Methods?,Medium,Uses mathematical optimization for Ensemble Methods
Q10775,C1027,Explain the limitations of Transformers?,Medium,Uses mathematical optimization for Transformers
Q10776,C1006,True or False: Attention Mechanism?,Easy,The fundamental concept of Attention Mechanism
Q10777,C1016,Define K-Means Clustering?,Easy,The fundamental concept of K-Means Clustering
Q10778,C1005,Define Distance Metrics?,Easy,The fundamental concept of Distance Metrics
Q10779,C1033,What is Model Evaluation?,Easy,The fundamental concept of Model Evaluation
Q10780,C1016,Analyze the mathematical foundation of K-Means Clustering in practical applications?,Hard,Requires understanding of underlying mathematics in K-Means Clustering
Q10781,C1006,True or False: Attention Mechanism?,Easy,The fundamental concept of Attention Mechanism
Q10782,C1002,True or False: Calculus?,Easy,The fundamental concept of Calculus
Q10783,C1011,How does the advantages of Support Vector Machines?,Medium,Uses mathematical optimization for Support Vector Machines
Q10784,C1033,How does the working mechanism of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10785,C1011,True or False: Support Vector Machines?,Easy,The fundamental concept of Support Vector Machines
Q10786,C1012,Compare the advantages of Random Forests?,Medium,Uses mathematical optimization for Random Forests
Q10787,C1010,List K-Nearest Neighbors?,Easy,The fundamental concept of K-Nearest Neighbors
Q10788,C1002,What is Calculus?,Easy,The fundamental concept of Calculus
Q10789,C1009,How does a decision tree split data?,Easy,The fundamental concept of Decision Trees
Q10790,C1012,Analyze the optimization of Random Forests in practical applications?,Hard,Requires understanding of underlying mathematics in Random Forests
Q10791,C1031,How does the working mechanism of Hyperparameter Tuning?,Medium,Uses mathematical optimization for Hyperparameter Tuning
Q10792,C1028,Describe the working mechanism of BERT?,Medium,Uses mathematical optimization for BERT
Q10793,C1038,Describe the limitations of Meta Learning?,Medium,Uses mathematical optimization for Meta Learning
Q10794,C1011,Prove the mathematical foundation of Support Vector Machines in practical applications?,Hard,Requires understanding of underlying mathematics in Support Vector Machines
Q10795,C1016,List K-Means Clustering?,Easy,The fundamental concept of K-Means Clustering
Q10796,C1001,Explain central limit theorem.,Medium,Uses mathematical optimization for Probability
Q10797,C1026,Define Generative Adversarial Networks?,Easy,The fundamental concept of Generative Adversarial Networks
Q10798,C1032,Identify Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10799,C1033,Compare the limitations of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10800,C1003,What is Statistics?,Easy,The fundamental concept of Statistics
Q10801,C1027,Explain the limitations of Transformers?,Medium,Uses mathematical optimization for Transformers
Q10802,C1008,True or False: Logistic Regression?,Easy,The fundamental concept of Logistic Regression
Q10803,C1016,Calculate the limitations of K-Means Clustering?,Medium,Uses mathematical optimization for K-Means Clustering
Q10804,C1004,How does the limitations of Python Programming?,Medium,Uses mathematical optimization for Python Programming
Q10805,C1035,What is Self-Supervised Learning?,Easy,The fundamental concept of Self-Supervised Learning
Q10806,C1025,List Autoencoders?,Easy,The fundamental concept of Autoencoders
Q10807,C1038,Analyze the optimization of Meta Learning in practical applications?,Hard,Requires understanding of underlying mathematics in Meta Learning
Q10808,C1026,List Generative Adversarial Networks?,Easy,The fundamental concept of Generative Adversarial Networks
Q10809,C1002,Define Calculus?,Easy,The fundamental concept of Calculus
Q10810,C1038,Prove the mathematical foundation of Meta Learning in practical applications?,Hard,Requires understanding of underlying mathematics in Meta Learning
Q10811,C1032,Prove the mathematical foundation of Cross-Validation in practical applications?,Hard,Requires understanding of underlying mathematics in Cross-Validation
Q10812,C1007,What is the objective function in linear regression?,Easy,The fundamental concept of Linear Regression
Q10813,C1020,Explain the advantages of Activation Functions?,Medium,Uses mathematical optimization for Activation Functions
Q10814,C1016,Design the optimization of K-Means Clustering in practical applications?,Hard,Requires understanding of underlying mathematics in K-Means Clustering
Q10815,C1010,Identify K-Nearest Neighbors?,Easy,The fundamental concept of K-Nearest Neighbors
Q10816,C1032,Define Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10817,C1024,Design the optimization of LSTM Networks in practical applications?,Hard,Requires understanding of underlying mathematics in LSTM Networks
Q10818,C1028,Evaluate the optimization of BERT in practical applications?,Hard,Requires understanding of underlying mathematics in BERT
Q10819,C1037,Identify Neural Architecture Search?,Easy,The fundamental concept of Neural Architecture Search
Q10820,C1030,What is Diffusion Models?,Easy,The fundamental concept of Diffusion Models
Q10821,C1028,What is BERT?,Easy,The fundamental concept of BERT
Q10822,C1028,Explain the advantages of BERT?,Medium,Uses mathematical optimization for BERT
Q10823,C1022,How to handle overfitting in CNNs?,Medium,Uses mathematical optimization for Convolutional Neural Networks
Q10824,C1022,Analyze computational complexity.,Hard,Requires understanding of underlying mathematics in Convolutional Neural Networks
Q10825,C1037,True or False: Neural Architecture Search?,Easy,The fundamental concept of Neural Architecture Search
Q10826,C1023,Evaluate the mathematical foundation of Recurrent Neural Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Recurrent Neural Networks
Q10827,C1007,What is the objective function in linear regression?,Easy,The fundamental concept of Linear Regression
Q10828,C1000,What is a rank of a matrix?,Easy,ad-bc
Q10829,C1017,Calculate the advantages of Hierarchical Clustering?,Medium,Uses mathematical optimization for Hierarchical Clustering
Q10830,C1026,Compare the working mechanism of Generative Adversarial Networks?,Medium,Uses mathematical optimization for Generative Adversarial Networks
Q10831,C1038,Evaluate the optimization of Meta Learning in practical applications?,Hard,Requires understanding of underlying mathematics in Meta Learning
Q10832,C1002,Identify Calculus?,Easy,The fundamental concept of Calculus
Q10833,C1034,Define Ensemble Methods?,Easy,The fundamental concept of Ensemble Methods
Q10834,C1028,Compare the working mechanism of BERT?,Medium,Uses mathematical optimization for BERT
Q10835,C1017,Evaluate the optimization of Hierarchical Clustering in practical applications?,Hard,Requires understanding of underlying mathematics in Hierarchical Clustering
Q10836,C1011,Calculate the limitations of Support Vector Machines?,Medium,Uses mathematical optimization for Support Vector Machines
Q10837,C1017,True or False: Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10838,C1029,Explain the limitations of GPT Models?,Medium,Uses mathematical optimization for GPT Models
Q10839,C1030,Calculate the advantages of Diffusion Models?,Medium,Uses mathematical optimization for Diffusion Models
Q10840,C1010,Calculate the advantages of K-Nearest Neighbors?,Medium,Uses mathematical optimization for K-Nearest Neighbors
Q10841,C1017,Identify Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10842,C1012,How does the working mechanism of Random Forests?,Medium,Uses mathematical optimization for Random Forests
Q10843,C1031,List Hyperparameter Tuning?,Easy,The fundamental concept of Hyperparameter Tuning
Q10844,C1030,Explain the limitations of Diffusion Models?,Medium,Uses mathematical optimization for Diffusion Models
Q10845,C1036,Define Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10846,C1022,What is a convolutional layer?,Easy,The fundamental concept of Convolutional Neural Networks
Q10847,C1025,Describe the working mechanism of Autoencoders?,Medium,Uses mathematical optimization for Autoencoders
Q10848,C1021,Compare the working mechanism of Backpropagation?,Medium,Uses mathematical optimization for Backpropagation
Q10849,C1036,Define Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10850,C1003,Identify Statistics?,Easy,The fundamental concept of Statistics
Q10851,C1002,Evaluate the optimization of Calculus in practical applications?,Hard,Requires understanding of underlying mathematics in Calculus
Q10852,C1007,How do you handle multicollinearity?,Medium,Uses mathematical optimization for Linear Regression
Q10853,C1032,True or False: Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10854,C1015,Compare the working mechanism of Principal Component Analysis?,Medium,Uses mathematical optimization for Principal Component Analysis
Q10855,C1017,How does the limitations of Hierarchical Clustering?,Medium,Uses mathematical optimization for Hierarchical Clustering
Q10856,C1004,Define Python Programming?,Easy,The fundamental concept of Python Programming
Q10857,C1004,Compare the working mechanism of Python Programming?,Medium,Uses mathematical optimization for Python Programming
Q10858,C1026,Derive the optimization of Generative Adversarial Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Generative Adversarial Networks
Q10859,C1023,Calculate the working mechanism of Recurrent Neural Networks?,Medium,Uses mathematical optimization for Recurrent Neural Networks
Q10860,C1021,Compare the advantages of Backpropagation?,Medium,Uses mathematical optimization for Backpropagation
Q10861,C1020,How does the working mechanism of Activation Functions?,Medium,Uses mathematical optimization for Activation Functions
Q10862,C1033,Identify Model Evaluation?,Easy,The fundamental concept of Model Evaluation
Q10863,C1023,List Recurrent Neural Networks?,Easy,The fundamental concept of Recurrent Neural Networks
Q10864,C1007,What is the assumption about errors?,Easy,The fundamental concept of Linear Regression
Q10865,C1020,True or False: Activation Functions?,Easy,The fundamental concept of Activation Functions
Q10866,C1026,Design the mathematical foundation of Generative Adversarial Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Generative Adversarial Networks
Q10867,C1029,Design the optimization of GPT Models in practical applications?,Hard,Requires understanding of underlying mathematics in GPT Models
Q10868,C1006,Identify Attention Mechanism?,Easy,The fundamental concept of Attention Mechanism
Q10869,C1010,Compare the limitations of K-Nearest Neighbors?,Medium,Uses mathematical optimization for K-Nearest Neighbors
Q10870,C1038,Evaluate the implementation of Meta Learning in practical applications?,Hard,Requires understanding of underlying mathematics in Meta Learning
Q10871,C1038,Evaluate the optimization of Meta Learning in practical applications?,Hard,Requires understanding of underlying mathematics in Meta Learning
Q10872,C1006,True or False: Attention Mechanism?,Easy,The fundamental concept of Attention Mechanism
Q10873,C1002,What is Calculus?,Easy,The fundamental concept of Calculus
Q10874,C1035,Identify Self-Supervised Learning?,Easy,The fundamental concept of Self-Supervised Learning
Q10875,C1036,List Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10876,C1020,How does the advantages of Activation Functions?,Medium,Uses mathematical optimization for Activation Functions
Q10877,C1032,Prove the mathematical foundation of Cross-Validation in practical applications?,Hard,Requires understanding of underlying mathematics in Cross-Validation
Q10878,C1027,Identify Transformers?,Easy,The fundamental concept of Transformers
Q10879,C1018,Design the mathematical foundation of DBSCAN in practical applications?,Hard,Requires understanding of underlying mathematics in DBSCAN
Q10880,C1035,True or False: Self-Supervised Learning?,Easy,The fundamental concept of Self-Supervised Learning
Q10881,C1000,Explain the geometric interpretation of SVD.,Hard,Symmetric matrices have orthogonal eigenvectors
Q10882,C1019,Explain backpropagation algorithm.,Medium,Chain rule application
Q10883,C1032,List Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10884,C1013,Evaluate the mathematical foundation of Gradient Boosting in practical applications?,Hard,Requires understanding of underlying mathematics in Gradient Boosting
Q10885,C1008,Analyze the implementation of Logistic Regression in practical applications?,Hard,Requires understanding of underlying mathematics in Logistic Regression
Q10886,C1026,Identify Generative Adversarial Networks?,Easy,The fundamental concept of Generative Adversarial Networks
Q10887,C1011,List Support Vector Machines?,Easy,The fundamental concept of Support Vector Machines
Q10888,C1009,Explain information gain calculation.,Medium,Uses mathematical optimization for Decision Trees
Q10889,C1037,Identify Neural Architecture Search?,Easy,The fundamental concept of Neural Architecture Search
